PEP 279| draft | list itemize amap enumerate does what is says . | four syllables is a little long enum pithy less clear than enumerate too similar to enum in other languages where it has a different meaning | say | list itemize amap enumerate does what is says .
PEP 228| accepted | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion. | 7. Reference Implementation The reference implementation must be completed before any PEP is given status 'final,' but it need not be completed before the PEP is accepted. | _objection | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion.
PEP 228| accepted | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion. | 7. Reference Implementation The reference implementation must be completed before any PEP is given status 'final,' but it need not be completed before the PEP is accepted. | objections | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion.
PEP 228| accepted | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion. | 7. Reference Implementation The reference implementation must be completed before any PEP is given status 'final,' but it need not be completed before the PEP is accepted. | _concerns | The rationale should provide evidence of consensus within the community and discuss important objections or concerns raised during discussion.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | discussion | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | _discussions | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | discussion | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | _discussions | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | discussion | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | _discussions | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | discussion | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 232| draft | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes. | Attached is the complete current PEP draft, also available at | _discussions | After some internal discussions amongst the Pythonlabbers, we've had to make some updates to PEP 232, Function Attributes.
PEP 234| withdrawn | It is still open for discussion. | Some of the more esoteric proposals in the original version of this PEP have been withdrawn for now these may be the subject of a separate PEP in the future. | discussion | It is still open for discussion.
PEP 236| wrote_pep | If the champion merely records negative feedback without actually changing the proposal, you can come up with a counter proposal, as a separate PEP. | For example, I wrote PEP 244 to counter PEP 236. | feedback | If the champion merely records negative feedback without actually changing the proposal, you can come up with a counter proposal, as a separate PEP.
PEP 238| draft | And at least this way, if it gets rejected, we'll know that it was rejected for the right reasons... | You'll notice that this draft is rather more developed than the average first round PEP posting, because it's already been the rounds of all the various numerical package mailing lists to build consensus no point in asking for the wrong thing. | reason | And at least this way, if it gets rejected, we'll know that it was rejected for the right reasons...
PEP 238| draft | And at least this way, if it gets rejected, we'll know that it was rejected for the right reasons... | You'll notice that this draft is rather more developed than the average first round PEP posting, because it's already been the rounds of all the various numerical package mailing lists to build consensus no point in asking for the wrong thing. | _reasons | And at least this way, if it gets rejected, we'll know that it was rejected for the right reasons...
PEP 239| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 239| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 239| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 239| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 240| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 240| rejected | See the python dev discussion on 17 June 2005. | This PEP is rejected. | discussion | See the python dev discussion on 17 June 2005.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | open_issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 242| closed | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time. | This PEP has been closed by the author. | issues | Status Rejected Created 17 Mar 2001 208,211 No open issues have been raised at this time.
PEP 244| wrote_pep | If the champion merely records negative feedback without actually changing the proposal, you can come up with a counter proposal, as a separate PEP. | For example, I wrote PEP 244 to counter PEP 236. | feedback | If the champion merely records negative feedback without actually changing the proposal, you can come up with a counter proposal, as a separate PEP.
PEP 244| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | comments | No. I dearly hope that there won't be any further smart comments .
PEP 244| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | _comment | No. I dearly hope that there won't be any further smart comments .
PEP 244| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | comments | No. I dearly hope that there won't be any further smart comments .
PEP 244| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | _comment | No. I dearly hope that there won't be any further smart comments .
PEP 258| accepted | There's no support for PEP processing yet. | Assuming that this part of the PEP is accepted, | no_support | There's no support for PEP processing yet.
PEP 258| accepted | There's no support for PEP processing yet. | Assuming that this part of the PEP is accepted, | no_support | There's no support for PEP processing yet.
PEP 263| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | comments | No. I dearly hope that there won't be any further smart comments .
PEP 263| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | _comment | No. I dearly hope that there won't be any further smart comments .
PEP 263| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | comments | No. I dearly hope that there won't be any further smart comments .
PEP 263| rejected | No. I dearly hope that there won't be any further smart comments . | I once asked for the introduction of a directive statement as proper syntax, but that PEP was rejected. | _comment | No. I dearly hope that there won't be any further smart comments .
PEP 273| wrote_pep | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface . | I'll do a quick check of the PEP against reality, but if there are mismatches, I can't offer to fix them Just was the coding wizard, I just wrote some of the blurb . | discussion | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface .
PEP 279| accepted | In commenting on PEP 279's enumerate function, this PEP's author offered, I'm quite happy to have it make PEP 281 obsolete. | Subsequently, PEP 279 was accepted into Python 2.3. | obsolete | In commenting on PEP 279's enumerate function, this PEP's author offered, I'm quite happy to have it make PEP 281 obsolete.
PEP 279| accepted | In commenting on PEP 279's enumerate function, this PEP's author offered, I'm quite happy to have it make PEP 281 obsolete. | Subsequently, PEP 279 was accepted into Python 2.3. | _comment | In commenting on PEP 279's enumerate function, this PEP's author offered, I'm quite happy to have it make PEP 281 obsolete.
PEP 282| draft | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library. | This PEP is still an early draft so please forward your comments just to me directly for now. | comments | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library.
PEP 282| draft | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library. | This PEP is still an early draft so please forward your comments just to me directly for now. | _comment | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library.
PEP 282| draft | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library. | This PEP is still an early draft so please forward your comments just to me directly for now. | comments | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library.
PEP 282| draft | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library. | This PEP is still an early draft so please forward your comments just to me directly for now. | _comment | I would appreciate any comments you might have on this proposal for adding a logging system to the Python Standard Library.
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | interest | I'm particularly interested in hearing your opinion about the following three issues
PEP 285| accepted | I'm particularly interested in hearing your opinion about the following three issues | 1 Should this PEP be accepted at all. | issues | I'm particularly interested in hearing your opinion about the following three issues
PEP 286| deferred | to deal with these cases, a specialized argument type is proposed. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _argument | to deal with these cases, a specialized argument type is proposed.
PEP 286| deferred | to deal with these cases, a specialized argument type is proposed. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _argument | to deal with these cases, a specialized argument type is proposed.
PEP 286| deferred | to deal with these cases, a specialized argument type is proposed. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _argument | to deal with these cases, a specialized argument type is proposed.
PEP 286| deferred | to deal with these cases, a specialized argument type is proposed. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _argument | to deal with these cases, a specialized argument type is proposed.
PEP 287| accepted | There's no support for PEP processing yet. | Assuming that this part of the PEP is accepted, | no_support | There's no support for PEP processing yet.
PEP 287| accepted | There's no support for PEP processing yet. | Assuming that this part of the PEP is accepted, | no_support | There's no support for PEP processing yet.
PEP 289| bdfl_pronouncement_accepted | Thanks to everyone for the comments on PEP 289. | Based on the favorable feedback here and on python dev, Guido has accepted the PEP for Py2.4. | comments | Thanks to everyone for the comments on PEP 289.
PEP 289| bdfl_pronouncement_accepted | Thanks to everyone for the comments on PEP 289. | Based on the favorable feedback here and on python dev, Guido has accepted the PEP for Py2.4. | _comment | Thanks to everyone for the comments on PEP 289.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 291| accepted | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there. | Neal finally wrote the requirement into the PEP, and it was my impression that you accepted it, although you were not very happy with it. | discussion | Guido We had some discussion about this when neal wrote the pep, and I suggested to list modulefinder there.
PEP 292| accepted | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks. | ignoring the syntax discussions that was decided long ago before the pep was accepted and had consensus and thus was a moot point and the discussion of whether a trailing at the end of the substitution pattern should be considered an error or not it is , a couple of topics were discussed. | discussion | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks.
PEP 292| accepted | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks. | ignoring the syntax discussions that was decided long ago before the pep was accepted and had consensus and thus was a moot point and the discussion of whether a trailing at the end of the substitution pattern should be considered an error or not it is , a couple of topics were discussed. | discussion | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks.
PEP 292| accepted | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks. | ignoring the syntax discussions that was decided long ago before the pep was accepted and had consensus and thus was a moot point and the discussion of whether a trailing at the end of the substitution pattern should be considered an error or not it is , a couple of topics were discussed. | discussion | pep 292 simpler string substitutions got a huge amount of discussion this past two weeks.
PEP 299| rejected | Revisiting PEP 299 The general consensus recently has been that the if name ' main ' idiom for modules that can be both support modules and main modules is both ugly and unintuitive. | PEP 299 main functions was rejected for the 2 x series due to backward compatibility concerns in particular, with modules that include the line import main . | consensus | Revisiting PEP 299 The general consensus recently has been that the if name ' main ' idiom for modules that can be both support modules and main modules is both ugly and unintuitive.
PEP 299| rejected | Revisiting PEP 299 The general consensus recently has been that the if name ' main ' idiom for modules that can be both support modules and main modules is both ugly and unintuitive. | PEP 299 main functions was rejected for the 2 x series due to backward compatibility concerns in particular, with modules that include the line import main . | consensus | Revisiting PEP 299 The general consensus recently has been that the if name ' main ' idiom for modules that can be both support modules and main modules is both ugly and unintuitive.
PEP 302| wrote_pep | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface . | I'll do a quick check of the PEP against reality, but if there are mismatches, I can't offer to fix them Just was the coding wizard, I just wrote some of the blurb . | discussion | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface .
PEP 303| rejected | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary. | no one spoke up for it and some against , so it is now rejected. | discussion | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary.
PEP 303| rejected | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary. | no one spoke up for it and some against , so it is now rejected. | discussion | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary.
PEP 303| rejected | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary. | no one spoke up for it and some against , so it is now rejected. | discussion | rejection of pep 303 extend divmod for multiple divisors was proposed on the grounds that it has been open for two and half years and hasn't generated discussion or support, is unpersuasive, and unnecessary.
PEP 308| accepted | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument. | So not only is this system not democratic in the obvious sense of majority rules if you get more votes than , the PEP is approved , it's also almost never even about gathering numerical support which is what this would be able to show . | _argument | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument.
PEP 308| accepted | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument. | So not only is this system not democratic in the obvious sense of majority rules if you get more votes than , the PEP is approved , it's also almost never even about gathering numerical support which is what this would be able to show . | _argument | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| updated | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax.
PEP 308| updated | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax.
PEP 308| updated | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax.
PEP 308| updated | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | The motivating use case was the prevalance of error prone attempts to achieve the same effect using and and or . 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax.
PEP 308| updated | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax.
PEP 308| updated | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax.
PEP 308| updated | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax.
PEP 308| updated | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax. | That issue was resolved by simply deferring to a BDFL best judgment call. | consensus | On 9 29 2005, Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | The idea has already been discussed to death. | Read PEP 308 to see what was proposed, discussed, and why the PEP was eventually rejected | _discussed | The idea has already been discussed to death.
