PEP 11| proposal | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms . | To reduce this risk , this PEP proposes a procedure to remove code for platforms with no Python users . | support | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms .
PEP 383| proposal | In the discussion , the transition from the example of alternative use of python escape ' to discussion of the error handler interface extension is a bit abrupt . | I suggest rewriting as '' '' The extension to the encode error handler interface proposed by this PEP is necessary to implement the utf8b ' error handler , because there are required byte sequences which can not be generated from replacement Unicode . | discussion | In the discussion , the transition from the example of alternative use of python escape ' to discussion of the error handler interface extension is a bit abrupt .
PEP 383| proposal | A solution that allowed any path representing object to declare that is was a path and a way to extract a low level representation that all path objects could support was desired . | This PEP then proposes to introduce a new protocol to be followed by objects which represent file system paths . | support | A solution that allowed any path representing object to declare that is was a path and a way to extract a low level representation that all path objects could support was desired .
PEP 383| proposal | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired . | This PEP then proposes to introduce a new protocol to be followed by objects which represent file system paths . | support | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired .
PEP 383| proposal | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired . | This PEP then proposes to introduce a new protocol to be followed by objects which represent file system paths . | support | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired .
PEP 383| proposal | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired . | This PEP then proposes to introduce a new protocol to be followed by objects which represent file system paths . | support | A solution that allows any path representing object to declare that it is a path and a way to extract a low level representation that all path objects could support is desired .
PEP 384| accepted | Hi , Since discussion has trailed off without any blocking objections , I 'm accepting PEP 384 . | Martin , you may mark the PEP accepted and proceed with merging the implementation for the beta on Saturday . | discussion | Hi , Since discussion has trailed off without any blocking objections , I 'm accepting PEP 384 .
PEP 386| accepted | This enhancement was driven by the discussions about the ratingcomment system at PyPI on catalog sig . | We believe that having PEP 386 and PEP 345 accepted will be a major improvement for the Python packaging eco system . | discussion | This enhancement was driven by the discussions about the ratingcomment system at PyPI on catalog sig .
PEP 386| proposal | Notice that , from current feedback about the PEP , I understand that the avoid deep nesting '' rule sounds more valuable than the standard pattern for contributions '' . | About naming pattern for contribs , the draft PEP proposes | feedback | Notice that , from current feedback about the PEP , I understand that the avoid deep nesting '' rule sounds more valuable than the standard pattern for contributions '' .
PEP 389| proposal | Sorry for the delay , but I 've finally updated PEP 389 , the argparse PEP , based on all the feedback from python dev . | The full PEP is below , but in short , the important changes are | feedback | Sorry for the delay , but I 've finally updated PEP 389 , the argparse PEP , based on all the feedback from python dev .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 391| inviting_votes | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP . | So , can you please indicate your vote for or against incorporating PEP 391 into Python ? | consensus | I 've not asked for a vote and so I do n't know the state of community consensus regarding this PEP .
PEP 405| proposal | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell . | For this reason , this PEP proposes to leave such scripts to be provided by third party extensions virtual environments created by the core functionality would be used by directly invoking the environment 's Python binary or scripts . | support | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell .
PEP 405| proposal | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell . | For this reason , this PEP proposes to leave such scripts to be provided by third party extensions virtual environments created by the core functionality would be used by directly invoking the environment 's Python binary or scripts . | support | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell .
PEP 405| proposal | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell . | For this reason , this PEP proposes to leave such scripts to be provided by third party extensions virtual environments created by the core functionality would be used by directly invoking the environment 's Python binary or scripts . | support | This is a maintenance burden , as separate activation scripts need to be provided and maintained for every supported shell .
PEP 409| proposal | I have n't seen any further discussion here or in the bug tracker . | Below is the latest version of this PEP , now with a section on Language Details . | discussion | I have n't seen any further discussion here or in the bug tracker .
PEP 414| accepted | Indeed , the wrangling has gone too far already . | I 'm accepting the PEP . | wrangling | Indeed , the wrangling has gone too far already .
PEP 414| proposal | The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs . | This PEP proposes to just eliminate all that annoyance by making the iterator based APIs work again in Python 3.5 . | support | The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs .
PEP 414| proposal | By contrast , users that actually want the increased efficiency will have faced a three phase migration process by the time they have fully migrated to Python 3 original migration to the iterator based APIs after they were added in Python 2.2 migration to a separate function based API in order to run in the common subset of Python 2 and 3 eventual migration back to unprefixed method APIs when eventually dropping Python 2.7 support The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs . | This PEP proposes to just eliminate all that annoyance by making the iterator based APIs work again in Python 3.5 . | support | By contrast , users that actually want the increased efficiency will have faced a three phase migration process by the time they have fully migrated to Python 3 original migration to the iterator based APIs after they were added in Python 2.2 migration to a separate function based API in order to run in the common subset of Python 2 and 3 eventual migration back to unprefixed method APIs when eventually dropping Python 2.7 support The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs .
PEP 415| replaced | The implementation of PEP 492 asyncawait , for example , underwent some fundamental changes during the beta process , as developers ' feedback showed that some of the design decisions we made in the original version were quite problematic . | The original exception suppression mechanism in PEP 409 which made clever but idiosyncratic use of Ellipsis , was replaced with the simpler mechanism in PEP 415 which instead uses a more conventional setter with side effects on other attributes approach . | feedback | The implementation of PEP 492 asyncawait , for example , underwent some fundamental changes during the beta process , as developers ' feedback showed that some of the design decisions we made in the original version were quite problematic .
PEP 421| member_volunteers_bdfl_delegate | I 've mentioned this in private to a few folks , with generally positive feedback . | I am formally volunteering to be PEP czar for PEP 421 , sys. implementation . | feedback | I 've mentioned this in private to a few folks , with generally positive feedback .
PEP 423| proposal | Notice that , from current feedback about the PEP , I understand that the avoid deep nesting '' rule sounds more valuable than the standard pattern for contributions '' . | About naming pattern for contribs , the draft PEP proposes | feedback | Notice that , from current feedback about the PEP , I understand that the avoid deep nesting '' rule sounds more valuable than the standard pattern for contributions '' .
PEP 428| rejected | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal . | The author has rejected such proposals , yet again in order to keep the PEP focused . | support | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal .
PEP 428| rejected | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal . | The author has rejected such proposals , yet again in order to keep the PEP focused . | support | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal .
PEP 428| rejected_by_author | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal . | The author has rejected such proposals , yet again in order to keep the PEP focused . | support | Concerns have been raised isdoor about platform specific stat flags such as S ISDOOR on Solaris that Python does not currently support , and which could be added as part of this proposal .
PEP 438| accepted | Thanks everyone who 's been involved in the formulation and discussion of PEP 438 Transitioning to release file hosting on PyPI '' . | I have today accepted the PEP and the first phase of implementation is now underway , spearheaded by Donald Stufft . | discussion | Thanks everyone who 's been involved in the formulation and discussion of PEP 438 Transitioning to release file hosting on PyPI '' .
PEP 438| proposal | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API . | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version . | support | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API .
PEP 438| proposal | txt 1,5 1,5 PEP 470 Title Using Multi Index Support for External to PyPI Package File Hosting Title Using Multi Repository Support for External to PyPI Package File Hosting Version Revision Last Modified Date Author Donald Stufft donald at stufft.io , 9,192 9,212 Type Process Content Type textx rst Created 12 May 2014 Post History 14 May 2014 , 05 Jun 2014 Post History 14 May 2014 , 05 Jun 2014 , 03 Oct 2014 Replaces 438 Abstract This PEP proposes that the official means of having an installer locate and find package files which are hosted externally to PyPI become the use of multi index support instead of the practice of using external links on the simple installer API . | This PEP proposes a mechanism for project authors to register with PyPI an external repository where their project 's downloads can be located . | support | txt 1,5 1,5 PEP 470 Title Using Multi Index Support for External to PyPI Package File Hosting Title Using Multi Repository Support for External to PyPI Package File Hosting Version Revision Last Modified Date Author Donald Stufft donald at stufft.io , 9,192 9,212 Type Process Content Type textx rst Created 12 May 2014 Post History 14 May 2014 , 05 Jun 2014 Post History 14 May 2014 , 05 Jun 2014 , 03 Oct 2014 Replaces 438 Abstract This PEP proposes that the official means of having an installer locate and find package files which are hosted externally to PyPI become the use of multi index support instead of the practice of using external links on the simple installer API .
PEP 438| proposal | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API . | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version . | support | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API .
PEP 438| proposal | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API . | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version . | support | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API .
PEP 438| proposal | txt 24,7 24,7 addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API . | Finally this PEP also proposes deprecating linking off site via the simple API . | support | txt 24,7 24,7 addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking offsite via the simple API .
PEP 438| proposal | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API . | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version . | support | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API .
PEP 438| proposal | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API . | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version . | support | In addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly linking off site via the simple API .
PEP 458| proposal | That is , this PEP delineates the expected cryptographic key type and signature format included in metadata that MUST be uploaded by developers in order to support end to end verification of distributions . | Rationale PEP 458 1 proposes how PyPI should be integrated with The Update Framework TUF 2 . | support | That is , this PEP delineates the expected cryptographic key type and signature format included in metadata that MUST be uploaded by developers in order to support end to end verification of distributions .
PEP 462| proposal | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket . | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests . | support | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket .
PEP 462| proposal | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket . | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests . | support | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket .
PEP 470| proposal | It turns out the link spidering system is not only overly complicated and relatively hard to both understand and implement , but also largely redundant given the support for multiple indexes in the installation tools . | Since the multiple index support is the more powerful and flexible of the two systems , while also being simpler to implement and easier to understand , PEP 470 now proposes to standardise on that system for PyPI 's external hosting support , with a few additional enhancements to address the discoverability issues that would otherwise arise . | support | It turns out the link spidering system is not only overly complicated and relatively hard to both understand and implement , but also largely redundant given the support for multiple indexes in the installation tools .
PEP 474| proposal | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket . | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests . | support | These supporting repositories could benefit greatly from user the simple pull request '' style workflow made popular by code hosting sites like GitHub and BitBucket .
PEP 476| accepted | True , but this is a repeat of the PEP 476 discussion . | Something has changed in the meantime PEP 476 was accepted and its code has shipped in an official release . | discussion | True , but this is a repeat of the PEP 476 discussion .
PEP 479| accepted | The intention is not to restart the debate . | PEP is approved , it 's done ... but ... | debate | The intention is not to restart the debate .
PEP 479| proposal | And regardless of how much discussion coroutines generate the fact remains that 99 of generators are used purely for iteration . | I propose to abolish this notion that generators are not iterators and to amend the text of the PEP to unambiguously state that generators are iterators regardless of any changes to the way they propagate StopIteration from the executing frame . | discussion | And regardless of how much discussion coroutines generate the fact remains that 99 of generators are used purely for iteration .
PEP 505| proposal | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions . | As shown in the basic example above , the PEP further proposes the addition of builtin exists and missing circuit breakers that provide conditional branching based on whether or not an object is None , but return the original object rather than the existence checking wrapper when the expression evaluation short circuits . | support | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions .
PEP 506| deferred | PEP Withdrawal During discussion of this PEP , Steven D'Aprano proposed the simpler alternative of offering a standardised secrets module that provides one obvious way '' to handle security sensitive tasks like generating default passwords and other tokens . | Steven 's proposal has the desired effect of aligning the easy way to generate such tokens and the right way to generate them , without introducing any compatibility risks for the existing random module API , so this PEP has been deferred in favor of further work on refining Steven 's proposal as PEP 506 . | discussion | PEP Withdrawal During discussion of this PEP , Steven D'Aprano proposed the simpler alternative of offering a standardised secrets module that provides one obvious way '' to handle security sensitive tasks like generating default passwords and other tokens .
PEP 520| proposal | This section needs to be tweaked a bit to defer to PEP 520 for discussion of the 3rd case . | As long as the PEP still proposes phased integration into the standard library and builtins more on that below I 'd suggest being explicit here in the proposal section that the non default metaclasses in the standard library abc . | discussion | This section needs to be tweaked a bit to defer to PEP 520 for discussion of the 3rd case .
PEP 520| updated | Thanks for the feedback . | I 've updated the PEP to resolve the open questions . | feedback | Thanks for the feedback .
PEP 525| proposal | PEP 492 and PEP 525 introduce support for native coroutines and asynchronous generators using async await syntax . | This PEP proposes to add asynchronous versions of list , set , dict comprehensions and generator expressions . | support | PEP 492 and PEP 525 introduce support for native coroutines and asynchronous generators using async await syntax .
PEP 530| proposal | PEP 492 and PEP 525 introduce support for native coroutines and asynchronous generators using async await syntax . | This PEP proposes to add asynchronous versions of list , set , dict comprehensions and generator expressions . | support | PEP 492 and PEP 525 introduce support for native coroutines and asynchronous generators using async await syntax .
PEP 531| proposal | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions . | As shown in the basic example above , the PEP further proposes the addition of builtin exists and missing circuit breakers that provide conditional branching based on whether or not an object is None , but return the original object rather than the existence checking wrapper when the expression evaluation short circuits . | support | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions .
PEP 532| proposal | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions . | As shown in the basic example above , the PEP further proposes the addition of builtin exists and missing circuit breakers that provide conditional branching based on whether or not an object is None , but return the original object rather than the existence checking wrapper when the expression evaluation short circuits . | support | To properly support logical negation of circuit breakers , a new not protocol method would also be introduced allowing objects to control the result of not obj expressions .
PEP 540| proposal | It also requires changes to the internals of how CPython itself works , rather than using existing configuration settings that are supported by Python versions prior to Python 3.7 . | Accordingly , this PEP proposes that independently of the UTF 8 mode proposed in PEP 540 , the way the CPython implementation handles the default C locale be changed such that | support | It also requires changes to the internals of how CPython itself works , rather than using existing configuration settings that are supported by Python versions prior to Python 3.7 .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
